tehsil,year,season,rainfall_mm,temperature_c,recharge_proxy,crop_water_intensity_index,borewell_density,irrigation_census_proxy,observed_water_table_m,_true_human_residual_m,rainfall_mm_lag1,observed_water_table_m_lag1,baseline_pred,human_residual
Kamptee,2012,Pre-Monsoon,54.6,32.5,0.033,36.81,10.23,33.36,19.245,2.741,26.2,17.195,19.22861087321567,0.016389126784332575
Kamptee,2012,Monsoon,852.0,28.7,1.04,41.6,9.37,37.95,13.744,2.654,54.6,19.245,14.383267622375016,-0.6392676223750158
Kamptee,2012,Post-Monsoon,120.7,24.0,0.181,41.1,9.11,36.09,17.529,2.518,852.0,13.744,18.441437043328825,-0.9124370433288256
Kamptee,2012,Winter,19.5,23.3,0.01,39.55,10.0,37.33,18.531,2.716,120.7,17.529,19.110891517873558,-0.5798915178735591
Kamptee,2013,Pre-Monsoon,47.5,34.9,0.079,38.84,11.62,39.42,19.647,2.957,19.5,18.531,19.283027955234925,0.36397204476507383
Kamptee,2013,Monsoon,658.5,26.2,0.876,38.16,9.87,38.78,14.058,2.099,47.5,19.647,16.090594761606763,-2.032594761606763
Kamptee,2013,Post-Monsoon,121.2,26.3,0.112,36.99,12.09,37.86,18.258,2.646,658.5,14.058,18.96841491274042,-0.710414912740422
Kamptee,2013,Winter,11.2,21.3,0.039,32.34,9.42,32.91,19.095,2.371,121.2,18.258,19.072067698949397,0.022932301050602177
Kamptee,2014,Pre-Monsoon,25.6,34.8,0.055,36.83,7.78,33.77,19.878,1.598,11.2,19.095,19.30652016952064,0.5714798304793618
Kamptee,2014,Monsoon,475.9,28.0,0.577,38.79,10.83,40.85,17.515,2.937,25.6,19.878,18.050085149174716,-0.5350851491747157
Kamptee,2014,Post-Monsoon,151.0,25.0,0.173,37.51,8.7,36.84,17.419,2.66,475.9,17.515,18.217221827019298,-0.7982218270192973
Kamptee,2014,Winter,18.9,22.0,0.0,34.35,11.14,36.94,19.269,3.168,151.0,17.419,19.088130683974992,0.18086931602500655
Kamptee,2015,Pre-Monsoon,66.2,37.5,0.077,35.7,10.87,37.82,18.211,2.349,18.9,19.269,19.257707317941218,-1.0467073179412196
Kamptee,2015,Monsoon,726.6,26.0,0.94,37.77,10.19,38.13,14.401,2.802,66.2,18.211,15.011415412670674,-0.6104154126706742
Kamptee,2015,Post-Monsoon,136.3,25.5,0.156,36.86,10.19,35.78,17.302,2.097,726.6,14.401,18.24554608798176,-0.9435460879817619
Kamptee,2015,Winter,18.0,21.5,0.0,42.08,11.69,39.13,18.941,3.206,136.3,17.302,19.088130683974992,-0.14713068397499285
Kamptee,2016,Pre-Monsoon,40.9,34.0,0.062,40.28,10.8,37.92,20.691,3.184,18.0,18.941,19.30191051872699,1.3890894812730075
Kamptee,2016,Monsoon,603.5,26.8,0.705,38.89,11.87,34.47,16.038,2.488,40.9,20.691,17.11967568346346,-1.0816756834634589
Kamptee,2016,Post-Monsoon,164.2,25.3,0.22,33.0,12.49,38.7,16.818,2.851,603.5,16.038,18.213375171419568,-1.3953751714195661
Kamptee,2016,Winter,26.2,20.6,0.027,37.13,10.05,38.93,17.671,2.876,164.2,16.818,19.06623328181446,-1.395233281814459
Kamptee,2017,Pre-Monsoon,67.5,33.5,0.152,34.42,12.07,41.07,18.628,3.419,26.2,17.671,18.704538390109615,-0.07653839010961505
Kamptee,2017,Monsoon,784.8,27.0,0.979,38.5,11.2,41.16,14.16,2.569,67.5,18.628,14.580623861849462,-0.420623861849462
Kamptee,2017,Post-Monsoon,143.5,26.9,0.203,38.31,9.88,35.48,16.982,2.714,784.8,14.16,18.222685649372277,-1.2406856493722778
Kamptee,2017,Winter,18.1,17.2,0.0,42.49,10.14,38.56,18.829,3.298,143.5,16.982,19.087311572863882,-0.2583115728638816
Kamptee,2018,Pre-Monsoon,64.7,37.0,0.127,38.72,10.39,37.3,18.665,2.693,18.1,18.829,19.253785429117894,-0.5887854291178947
Kamptee,2018,Monsoon,878.1,26.9,1.172,39.91,12.77,39.01,13.302,2.726,64.7,18.665,13.557059382128058,-0.25505938212805823
Kamptee,2018,Post-Monsoon,130.6,27.3,0.165,35.78,9.63,34.55,17.283,2.554,878.1,13.302,18.26541918834373,-0.9824191883437301
Kamptee,2018,Winter,19.3,18.1,0.019,39.15,13.08,34.47,18.919,3.356,130.6,17.283,19.07875610336116,-0.1597561033611612
Kamptee,2019,Pre-Monsoon,66.2,34.1,0.093,42.49,10.36,40.78,18.438,3.022,19.3,18.919,19.257707317941218,-0.8197073179412193
Kamptee,2019,Monsoon,547.1,27.0,0.668,36.94,10.81,35.82,16.276,2.313,66.2,18.438,17.847500477885553,-1.5715004778855537
Kamptee,2019,Post-Monsoon,92.6,25.3,0.098,44.13,11.5,38.05,18.779,2.363,547.1,16.276,19.04918744474005,-0.2701874447400492
Kamptee,2019,Winter,29.3,21.2,0.039,41.8,12.06,33.59,16.743,2.921,92.6,18.779,19.065361198481128,-2.322361198481129
Kamptee,2020,Pre-Monsoon,79.9,33.6,0.042,36.86,8.6,38.46,17.649,2.448,29.3,16.743,19.171251729572614,-1.5222517295726128
Kamptee,2020,Monsoon,818.8,26.8,0.964,42.52,11.9,39.82,14.329,2.649,79.9,17.649,14.505121994797467,-0.17612199479746593
Kamptee,2020,Post-Monsoon,90.0,27.0,0.062,37.88,12.86,38.39,19.729,2.936,818.8,14.329,19.051083576372008,0.6779164236279911
Kamptee,2020,Winter,25.5,20.7,0.0,38.26,11.9,40.03,17.181,2.636,90.0,19.729,19.080498266840056,-1.8994982668400553
Kamptee,2021,Pre-Monsoon,57.9,32.2,0.054,39.0,12.3,41.53,19.014,2.816,25.5,17.181,19.224616419592607,-0.21061641959260768
Kamptee,2021,Monsoon,509.8,25.5,0.612,39.28,10.36,39.91,16.708,2.319,57.9,19.014,17.898504385144985,-1.1905043851449868
Kamptee,2021,Post-Monsoon,111.2,26.4,0.139,36.82,10.26,39.58,18.006,2.032,509.8,16.708,18.616733141417754,-0.6107331414177537
Kamptee,2021,Winter,24.3,20.8,0.047,39.07,11.41,35.46,17.396,3.044,111.2,18.006,19.065266754036685,-1.6692667540366841
Kamptee,2022,Pre-Monsoon,52.2,32.2,0.023,41.18,10.98,40.92,19.769,3.014,24.3,17.396,19.286879484689525,0.4821205153104735
Kamptee,2022,Monsoon,903.1,25.6,1.133,45.1,12.97,36.42,13.729,3.492,52.2,19.769,13.508032802101605,0.22096719789839447
Kamptee,2022,Post-Monsoon,122.6,25.7,0.142,42.56,11.45,39.86,18.173,2.771,903.1,13.729,18.459234959540918,-0.28623495954091993
Kamptee,2022,Winter,32.6,18.7,0.051,39.42,12.28,40.09,17.032,3.271,122.6,18.173,19.065159948481128,-2.033159948481128
Kamptee,2023,Pre-Monsoon,77.4,31.0,0.145,43.34,12.97,37.38,17.706,3.086,32.6,17.032,18.638385496844833,-0.9323854968448337
Kamptee,2023,Monsoon,666.3,28.4,0.784,45.13,11.9,39.93,15.817,3.243,77.4,17.706,16.76369475151989,-0.9466947515198889
Kamptee,2023,Post-Monsoon,110.8,26.8,0.094,42.37,11.77,43.36,18.73,2.848,666.3,15.817,19.03628709782818,-0.30628709782817864
Kamptee,2023,Winter,26.4,21.7,0.022,41.5,10.32,41.41,17.452,3.125,110.8,18.73,19.072868714004006,-1.6208687140040041
Kamptee,2024,Pre-Monsoon,94.0,32.6,0.115,48.12,13.26,39.16,17.52,3.264,26.4,17.452,19.136747749981364,-1.6167477499813643
Kamptee,2024,Monsoon,536.1,26.9,0.625,43.13,12.52,40.33,17.062,3.364,94.0,17.52,17.863975104567235,-0.8019751045672336
Kamptee,2024,Post-Monsoon,102.7,25.6,0.084,39.65,11.53,43.97,19.101,3.151,536.1,17.062,19.051083576372008,0.04991642362799098
Kamptee,2024,Winter,21.8,20.8,0.054,41.12,10.5,37.44,17.596,2.443,102.7,19.101,19.065266754036685,-1.4692667540366848
Katol,2010,Monsoon,548.2,24.9,0.469,36.17,7.04,17.81,18.278,2.247,57.0,19.926,19.003321627415314,-0.7253216274153154
Katol,2010,Post-Monsoon,147.1,24.5,0.142,37.08,6.96,21.78,17.511,1.915,548.2,18.278,19.103486500838436,-1.5924865008384366
Katol,2010,Winter,18.9,21.6,0.041,38.16,5.66,15.78,19.296,2.116,147.1,17.511,20.19322822700872,-0.8972282270087213
Katol,2011,Pre-Monsoon,65.7,35.2,0.063,28.77,5.17,26.58,18.55,1.254,18.9,19.296,20.319973190920845,-1.7699731909208438
Katol,2011,Monsoon,657.1,28.4,0.598,39.34,6.81,23.61,18.329,2.549,65.7,18.55,17.930919404187055,0.39808059581294586
Katol,2011,Post-Monsoon,126.6,27.5,0.15,36.68,7.61,24.19,19.465,1.999,657.1,18.329,19.509642899934995,-0.044642899934995484
Katol,2011,Winter,17.8,20.4,0.0,29.68,6.01,22.79,19.868,2.436,126.6,19.465,20.19322822700872,-0.3252282270087221
Katol,2012,Pre-Monsoon,77.0,34.3,0.094,40.43,8.39,23.47,19.323,2.498,17.8,19.868,20.29288001187953,-0.9698800118795283
Katol,2012,Monsoon,692.5,29.9,0.613,40.85,8.27,26.18,16.797,1.735,77.0,19.323,17.768505318972004,-0.9715053189720031
Katol,2012,Post-Monsoon,57.2,27.9,0.056,42.59,6.11,19.45,21.254,2.237,692.5,16.797,20.31075978108218,0.943240218917822
Katol,2012,Winter,19.5,24.6,0.042,42.74,7.86,27.03,19.196,1.892,57.2,21.254,20.27106454437085,-1.07506454437085
Katol,2013,Pre-Monsoon,67.8,32.7,0.056,39.15,9.09,26.67,20.037,2.635,19.5,19.196,20.314429337841215,-0.27742933784121604
Katol,2013,Monsoon,694.7,25.5,0.558,41.67,7.91,27.82,18.402,2.961,67.8,20.037,17.919018793719943,0.4829812062800585
Katol,2013,Post-Monsoon,116.4,26.6,0.18,45.66,8.71,23.83,19.525,2.834,694.7,18.402,19.647868294303123,-0.12286829430312451
Katol,2013,Winter,18.2,20.9,0.064,40.16,5.15,26.06,19.342,2.248,116.4,19.525,20.19322822700872,-0.8512282270087219
Katol,2014,Pre-Monsoon,57.9,35.0,0.006,41.3,8.84,24.73,20.312,2.671,18.2,19.342,20.33439866339787,-0.022398663397869
Katol,2014,Monsoon,639.5,24.5,0.595,37.87,8.47,24.05,16.996,2.182,57.9,20.312,17.886124000159345,-0.8901240001593465
Katol,2014,Post-Monsoon,101.8,26.8,0.078,45.79,8.44,24.52,19.581,2.105,639.5,16.996,20.269415020687212,-0.6884150206872128
Katol,2014,Winter,18.0,17.9,0.0,40.15,9.73,22.01,19.812,2.762,101.8,19.581,20.19322822700872,-0.3812282270087195
Katol,2015,Pre-Monsoon,50.7,33.2,0.064,37.5,6.87,27.03,20.601,2.134,18.0,19.812,20.34261298874139,0.2583870112586091
Katol,2015,Monsoon,788.9,29.7,0.69,44.43,10.55,23.93,16.915,2.361,50.7,20.601,17.167870538923783,-0.2528705389237835
Katol,2015,Post-Monsoon,112.2,24.8,0.071,45.31,9.72,27.41,20.267,2.889,788.9,16.915,20.159452272134896,0.10754772786510358
Katol,2015,Winter,23.4,22.1,0.099,43.35,8.27,29.66,19.066,2.446,112.2,20.267,20.199519207048038,-1.1335192070480389
Katol,2016,Pre-Monsoon,64.5,32.9,0.046,46.38,10.29,27.69,19.212,2.22,23.4,19.066,20.30967270319264,-1.0976727031926394
Katol,2016,Monsoon,444.8,26.8,0.363,44.0,8.52,28.1,20.188,2.812,64.5,19.212,19.197064651342636,0.9909353486573629
Katol,2016,Post-Monsoon,109.3,25.4,0.108,47.86,8.39,29.29,19.639,2.828,444.8,20.188,20.258363086800884,-0.6193630868008846
Katol,2016,Winter,19.1,23.4,0.0,46.76,9.26,28.95,20.283,2.804,109.3,19.639,20.252966097624423,0.030033902375578236
Katol,2017,Pre-Monsoon,77.8,34.0,0.094,45.64,10.63,28.76,20.391,3.474,19.1,20.283,20.29288001187953,0.09811998812046951
Katol,2017,Monsoon,345.8,26.3,0.347,49.4,10.12,33.19,21.028,3.365,77.8,20.391,19.18697472496251,1.841025275037488
Katol,2017,Post-Monsoon,162.3,26.5,0.173,46.82,9.27,34.93,18.976,3.135,345.8,21.028,19.06506417132762,-0.08906417132762101
Katol,2017,Winter,16.5,21.0,0.058,49.41,8.16,30.13,20.767,2.757,162.3,18.976,20.19322822700872,0.5737717729912788
Katol,2018,Pre-Monsoon,87.0,34.9,0.076,48.26,11.52,30.78,19.748,3.158,16.5,20.767,20.29288001187953,-0.5448800118795276
Katol,2018,Monsoon,688.2,26.8,0.649,46.78,8.82,33.67,17.921,2.984,87.0,19.748,17.764270537954992,0.15672946204500704
Katol,2018,Post-Monsoon,110.5,27.0,0.098,47.91,10.13,37.18,20.155,3.178,688.2,17.921,20.266180297057613,-0.11118029705761145
Katol,2018,Winter,19.2,20.4,0.0,50.54,10.06,26.88,20.901,3.341,110.5,20.155,20.19322822700872,0.7077717729912791
Katol,2019,Pre-Monsoon,66.7,34.1,0.1,56.05,12.14,31.25,20.68,3.447,19.2,20.901,20.319973190920845,0.3600268090791552
Katol,2019,Monsoon,706.9,30.0,0.653,55.42,11.19,33.42,17.965,3.035,66.7,20.68,17.772345755287514,0.19265424471248593
Katol,2019,Post-Monsoon,153.0,27.8,0.108,53.9,10.92,34.45,19.991,3.529,706.9,17.965,19.61278088500878,0.37821911499121796
Katol,2019,Winter,27.0,21.4,0.043,48.5,13.17,34.77,18.944,2.701,153.0,19.991,20.19322822700872,-1.2492282270087216
Katol,2020,Pre-Monsoon,76.1,34.4,0.011,55.74,11.04,38.59,20.509,3.446,27.0,18.944,20.288674762244995,0.2203252377550058
Katol,2020,Monsoon,505.1,25.7,0.447,55.11,10.25,30.9,19.564,2.981,76.1,20.509,19.14239050496749,0.42160949503250933
Katol,2020,Post-Monsoon,69.8,25.1,0.062,55.42,10.81,39.21,21.471,3.167,505.1,19.564,20.290937828916775,1.1800621710832253
Katol,2020,Winter,21.6,20.3,0.015,56.69,13.05,33.02,20.365,3.454,69.8,21.471,20.19322822700872,0.17177177299127777
Katol,2021,Pre-Monsoon,62.0,34.0,0.09,57.88,11.82,36.0,20.901,3.279,21.6,20.365,20.322585918381876,0.5784140816181242
Katol,2021,Monsoon,639.6,25.7,0.545,58.6,11.99,40.63,18.91,3.671,62.0,20.901,18.068930537619583,0.8410694623804176
Katol,2021,Post-Monsoon,97.7,23.5,0.126,51.78,12.13,35.07,20.463,2.956,639.6,18.91,20.23640529319052,0.22659470680948246
Katol,2021,Winter,22.0,19.7,0.0,53.22,10.72,35.48,20.021,3.096,97.7,20.463,20.19322822700872,-0.17222822700871987
Katol,2022,Pre-Monsoon,62.1,33.1,0.076,60.2,12.26,39.21,21.135,3.736,22.0,20.021,20.31704206530225,0.8179579346977519
Katol,2022,Monsoon,736.2,24.7,0.674,59.59,12.5,40.49,17.381,3.2,62.1,21.135,17.550067249925714,-0.16906724992571398
Katol,2022,Post-Monsoon,69.9,25.7,0.101,50.16,11.44,35.42,21.37,3.041,736.2,17.381,20.295710737266063,1.074289262733938
Katol,2022,Winter,24.9,21.6,0.027,57.07,11.86,40.14,19.931,3.762,69.9,21.37,20.19322822700872,-0.2622282270087197
Katol,2023,Pre-Monsoon,65.5,33.8,0.071,48.93,13.59,39.18,20.856,3.524,24.9,19.931,20.30967270319264,0.5463272968073625
Katol,2023,Monsoon,503.5,26.8,0.454,57.86,13.45,42.06,19.87,3.726,65.5,20.856,19.162179294858184,0.7078207051418168
Katol,2023,Post-Monsoon,72.4,26.2,0.047,56.41,12.39,39.04,22.103,3.119,503.5,19.87,20.283725687668625,1.8192743123313768
Katol,2023,Winter,14.8,23.2,0.0,57.44,12.89,37.1,22.366,4.263,72.4,22.103,20.252966097624423,2.1130339023755766
Katol,2024,Pre-Monsoon,48.7,34.8,0.019,53.82,14.88,43.83,22.218,3.512,14.8,22.366,20.359570614985955,1.8584293850140448
Katol,2024,Monsoon,727.6,27.5,0.641,54.29,13.97,43.63,18.169,3.803,48.7,22.218,17.76646032272633,0.4025396772736691
Katol,2024,Post-Monsoon,137.3,27.1,0.102,54.3,13.33,43.15,19.948,3.355,727.6,18.169,19.64018503919164,0.30781496080836135
Katol,2024,Winter,28.2,22.1,0.048,62.05,14.44,40.32,19.57,3.716,137.3,19.948,20.199519207048038,-0.6295192070480375
Kuhi,2010,Monsoon,672.9,25.6,0.611,21.66,9.97,25.44,17.719,1.794,69.2,19.377,17.815530881008847,-0.09653088100884588
Kuhi,2010,Post-Monsoon,110.0,26.0,0.049,23.43,10.18,28.43,20.888,2.35,672.9,17.719,20.344322061522302,0.5436779384776997
Kuhi,2010,Winter,19.3,19.4,0.0,25.8,12.12,22.41,20.049,2.055,110.0,20.888,20.26438029668321,-0.21538029668321101
Kuhi,2011,Pre-Monsoon,34.3,31.9,0.046,17.78,10.74,27.11,21.602,1.766,19.3,20.049,20.477246708681054,1.124753291318946
Kuhi,2011,Monsoon,797.4,27.4,0.714,23.75,11.57,31.0,17.577,2.51,34.3,21.602,17.070750428696336,0.5062495713036661
Kuhi,2011,Post-Monsoon,111.1,25.7,0.098,20.61,12.45,28.92,20.317,2.239,797.4,17.577,20.331635602245097,-0.014635602245096635
Kuhi,2011,Winter,23.3,19.3,0.017,23.46,11.81,25.14,18.515,1.708,111.1,20.317,20.26438029668321,-1.74938029668321
Kuhi,2012,Pre-Monsoon,60.1,36.2,0.073,25.47,11.71,30.9,20.572,2.17,23.3,18.515,20.452546202776347,0.11945379722365246
Kuhi,2012,Monsoon,875.4,27.5,0.784,24.88,12.25,27.51,16.064,1.96,60.1,20.572,16.56358043292189,-0.4995804329218885
Kuhi,2012,Post-Monsoon,106.4,25.4,0.058,25.46,11.56,27.34,20.821,2.356,875.4,16.064,20.339549153173014,0.4814508468269878
Kuhi,2012,Winter,22.3,20.7,0.003,22.09,11.15,28.19,19.554,2.035,106.4,20.821,20.274059963349874,-0.7200599633498754
Kuhi,2013,Pre-Monsoon,36.2,35.1,0.019,24.3,11.2,30.63,22.262,2.015,22.3,19.554,20.497372639445103,1.764627360554897
Kuhi,2013,Monsoon,771.7,24.6,0.769,34.15,9.59,29.33,16.732,2.278,36.2,22.262,17.067414883470086,-0.3354148834700865
Kuhi,2013,Post-Monsoon,137.4,25.9,0.099,26.3,12.81,26.61,19.908,2.819,771.7,16.732,19.741412256810943,0.16658774318905856
Kuhi,2013,Winter,19.6,20.5,0.034,32.13,12.88,25.78,19.931,2.293,137.4,19.908,20.274059963349874,-0.343059963349873
Kuhi,2014,Pre-Monsoon,35.1,35.1,0.0,32.89,14.68,30.38,22.415,2.27,19.6,19.931,20.50201036876841,1.9129896312315893
Kuhi,2014,Monsoon,567.4,25.6,0.513,27.01,12.53,33.38,19.335,2.885,35.1,22.415,19.099250667179966,0.23574933282003485
Kuhi,2014,Post-Monsoon,161.9,24.7,0.149,26.94,12.51,33.01,19.714,2.711,567.4,19.335,19.159940618528285,0.5540593814717134
Kuhi,2014,Winter,21.1,20.0,0.0,24.97,12.42,31.63,19.629,2.238,161.9,19.714,20.274059963349874,-0.6450599633498726
Kuhi,2015,Pre-Monsoon,75.5,33.2,0.028,31.38,11.1,35.21,20.776,3.018,21.1,19.629,20.4277544111813,0.34824558881869905
Kuhi,2015,Monsoon,810.4,26.9,0.735,25.89,14.01,34.13,17.878,2.732,75.5,20.776,16.861962799697054,1.0160372003029465
Kuhi,2015,Post-Monsoon,99.3,24.2,0.136,27.66,14.89,33.75,20.75,2.445,810.4,17.878,19.951909621441605,0.7980903785583955
Kuhi,2015,Winter,20.1,20.5,0.039,29.57,12.61,33.94,20.489,2.617,99.3,20.75,20.270529046683208,0.21847095331679256
Kuhi,2016,Pre-Monsoon,42.9,36.3,0.086,34.24,13.58,33.12,22.277,2.57,20.1,20.489,20.496129452101744,1.7808705478982567
Kuhi,2016,Monsoon,921.9,26.9,0.901,27.39,14.49,39.05,16.064,2.53,42.9,22.277,15.786363586140421,0.2776364138595788
Kuhi,2016,Post-Monsoon,151.3,25.0,0.136,27.89,15.53,36.76,19.25,2.296,921.9,16.064,19.303490960628256,-0.05349096062825609
Kuhi,2016,Winter,18.3,19.6,0.0,29.65,12.52,32.31,20.772,2.322,151.3,19.25,20.271304931603844,0.5006950683961549
Kuhi,2017,Pre-Monsoon,48.0,34.1,0.102,32.14,14.91,31.39,21.817,2.504,18.3,20.772,20.494608896546186,1.322391103453814
Kuhi,2017,Monsoon,636.4,27.8,0.605,31.82,15.62,33.4,18.866,2.602,48.0,21.817,18.011214851939062,0.8547851480609374
Kuhi,2017,Post-Monsoon,111.0,26.1,0.07,33.92,14.57,33.95,21.053,2.781,636.4,18.866,20.33565094896915,0.7173490510308511
Kuhi,2017,Winter,20.2,19.7,0.089,36.36,14.8,38.23,19.292,2.158,111.0,21.053,20.26438029668321,-0.9723802966832089
Kuhi,2018,Pre-Monsoon,44.2,33.7,0.047,37.53,13.95,37.73,22.337,3.009,20.2,19.292,20.477246708681054,1.8597532913189454
Kuhi,2018,Monsoon,820.1,26.9,0.807,32.4,15.83,36.59,17.29,3.005,44.2,22.337,16.575515407556402,0.714484592443597
Kuhi,2018,Post-Monsoon,50.4,22.0,0.084,38.46,16.97,36.69,22.191,2.972,820.1,17.29,20.29111125837877,1.8998887416212291
Kuhi,2018,Winter,14.6,23.1,0.081,36.21,15.07,33.5,21.938,2.864,50.4,22.191,20.393089004930886,1.5449109950691131
Kuhi,2019,Pre-Monsoon,68.9,33.2,0.068,32.04,16.73,37.91,21.095,2.823,14.6,21.938,20.45057027393809,0.6444297260619081
Kuhi,2019,Monsoon,463.1,28.0,0.399,34.9,15.64,38.47,20.135,2.86,68.9,21.095,19.255133933408693,0.8798660665913083
Kuhi,2019,Post-Monsoon,111.0,25.7,0.107,35.99,14.61,38.08,20.95,2.582,463.1,20.135,20.33260664706171,0.61739335293829
Kuhi,2019,Winter,14.8,22.2,0.011,33.81,15.73,35.16,21.017,2.393,111.0,20.95,20.321510000157165,0.6954899998428345
Kuhi,2020,Pre-Monsoon,80.9,33.0,0.088,35.45,16.96,37.03,20.317,3.015,14.8,21.017,20.42611404400518,-0.1091140440051781
Kuhi,2020,Monsoon,756.1,26.2,0.716,44.37,14.57,37.49,17.989,3.052,80.9,20.317,17.231315791017916,0.7576842089820843
Kuhi,2020,Post-Monsoon,82.7,27.8,0.033,37.35,17.24,39.52,21.71,2.728,756.1,17.989,20.351087701818567,1.3589122981814334
Kuhi,2020,Winter,16.2,21.3,0.0,40.39,16.31,40.07,22.092,3.063,82.7,21.71,20.30576046564106,1.7862395343589377
Kuhi,2021,Pre-Monsoon,53.0,33.7,0.046,37.05,14.73,39.63,21.997,3.014,16.2,22.092,20.470668731581817,1.5263312684181827
Kuhi,2021,Monsoon,959.2,28.0,0.923,41.85,18.46,45.66,17.251,3.698,53.0,21.997,15.787761822833499,1.4632381771665024
Kuhi,2021,Post-Monsoon,120.9,25.6,0.13,37.39,16.56,35.14,21.144,2.939,959.2,17.251,20.235531082462273,0.908468917537725
Kuhi,2021,Winter,26.3,21.4,0.067,35.82,19.15,43.75,20.656,3.705,120.9,21.144,20.270529046683208,0.3854709533167906
Kuhi,2022,Pre-Monsoon,56.8,35.9,0.0,42.82,17.84,47.39,22.596,4.0,26.3,20.656,20.479147832864502,2.116852167135498
Kuhi,2022,Monsoon,566.1,25.4,0.488,42.35,16.2,44.31,19.554,2.977,56.8,22.596,19.093014507070354,0.46098549292964464
Kuhi,2022,Post-Monsoon,125.3,25.6,0.116,43.23,18.39,41.69,20.936,3.473,566.1,19.554,20.200510513771217,0.7354894862287829
Kuhi,2022,Winter,12.8,19.8,0.0,40.51,16.55,44.23,21.529,2.822,125.3,20.936,20.280984598270507,1.2480154017294929
Kuhi,2023,Pre-Monsoon,57.1,32.1,0.034,41.53,17.48,44.28,22.316,3.831,12.8,21.529,20.480790197739026,1.835209802260973
Kuhi,2023,Monsoon,553.8,27.1,0.513,46.37,17.27,45.81,20.819,4.023,57.1,22.316,19.105702790865227,1.7132972091347725
Kuhi,2023,Post-Monsoon,126.5,25.7,0.131,42.19,19.55,44.09,20.925,3.393,553.8,20.819,20.1108301841411,0.8141698158589001
Kuhi,2023,Winter,22.7,19.9,0.054,38.85,18.0,46.77,20.864,3.98,126.5,20.925,20.270529046683208,0.5934709533167926
Kuhi,2024,Pre-Monsoon,62.0,34.7,0.079,45.14,19.42,46.63,22.634,3.835,22.7,20.864,20.45465094507327,2.179349054926732
Kuhi,2024,Monsoon,760.8,24.7,0.778,42.6,19.92,45.4,18.3,3.388,62.0,22.634,17.135799983629262,1.1642000163707387
Kuhi,2024,Post-Monsoon,114.1,28.1,0.118,47.13,16.26,45.11,21.811,3.595,760.8,18.3,20.25769673970911,1.553303260290889
Kuhi,2024,Winter,18.6,21.1,0.053,37.48,19.02,44.49,21.307,3.444,114.1,21.811,20.27745368160384,1.0295463183961573
Mouda,2010,Monsoon,681.5,26.3,0.832,33.79,16.21,24.62,16.352,2.754,47.5,19.913,16.556068530521298,-0.20406853052129748
Mouda,2010,Post-Monsoon,142.3,27.5,0.15,35.83,14.55,22.7,18.742,2.605,681.5,16.352,19.074441020984615,-0.33244102098461425
Mouda,2010,Winter,22.4,19.8,0.008,37.94,16.63,18.67,18.585,2.737,142.3,18.742,20.188908582243766,-1.6039085822437649
Mouda,2011,Pre-Monsoon,44.9,33.6,0.065,36.13,15.17,22.91,19.395,2.499,22.4,18.585,20.333655614653125,-0.9386556146531255
Mouda,2011,Monsoon,683.5,27.7,0.876,34.53,17.17,20.93,15.935,3.228,44.9,19.395,16.423300261059627,-0.4883002610596261
Mouda,2011,Post-Monsoon,130.5,26.5,0.169,35.18,17.41,16.54,18.216,2.438,683.5,15.935,19.159498464344406,-0.9434984643444047
Mouda,2011,Winter,21.1,22.4,0.016,39.01,16.64,18.21,18.869,2.638,130.5,18.216,20.229433984130424,-1.3604339841304238
Mouda,2012,Pre-Monsoon,66.0,34.3,0.034,32.32,17.22,18.95,19.542,2.778,21.1,18.869,20.316344805415145,-0.7743448054151436
Mouda,2012,Monsoon,429.9,29.2,0.54,36.02,15.87,19.71,18.295,2.872,66.0,19.542,18.997738955843726,-0.7027389558437243
Mouda,2012,Post-Monsoon,146.7,25.5,0.149,36.0,14.17,20.68,18.145,2.771,429.9,18.295,19.063339409574755,-0.9183394095747559
Mouda,2012,Winter,24.3,22.1,0.067,37.12,17.81,17.31,18.258,2.483,146.7,18.145,20.195199562283083,-1.9371995622830838
Mouda,2013,Pre-Monsoon,48.1,34.0,0.035,39.01,15.2,16.21,20.78,2.873,24.3,18.258,20.342971972229066,0.4370280277709355
Mouda,2013,Monsoon,663.6,28.3,0.83,38.33,18.11,19.7,16.264,2.816,48.1,20.78,16.638242610179834,-0.3742426101798344
Mouda,2013,Post-Monsoon,110.0,26.1,0.137,34.74,17.81,19.09,18.937,2.578,663.6,16.264,19.889052854055098,-0.952052854055097
Mouda,2013,Winter,11.5,22.2,0.0,41.54,16.53,21.41,21.064,2.791,110.0,18.937,20.229433984130424,0.8345660158695765
Mouda,2014,Pre-Monsoon,59.6,34.5,0.075,41.03,16.54,19.61,19.544,2.851,11.5,21.064,20.329629312180945,-0.7856293121809443
Mouda,2014,Monsoon,722.5,28.7,0.861,36.28,15.79,27.15,16.045,2.904,59.6,19.544,16.37425974459707,-0.3292597445970671
Mouda,2014,Post-Monsoon,119.4,26.7,0.139,41.71,19.54,19.71,18.706,2.763,722.5,16.045,19.755673923319634,-1.0496739233196344
Mouda,2014,Winter,24.5,20.8,0.031,36.04,18.11,21.13,18.529,2.953,119.4,18.706,20.188908582243766,-1.6599085822437658
Mouda,2015,Pre-Monsoon,56.3,34.0,0.093,44.03,18.02,24.63,19.771,2.903,24.5,18.529,20.33912732846316,-0.5681273284631594
